"PageTitle","HtmlTitle","LocalPagePath","PageType","SectionGuess","HeroImage","MetadataRowCount","HasAncillaryDocumentation","AncillaryCardCount","HasSelectedOnlineDocumentation","HasSelectedOnlineCirculation","HasDocumentationGrid","ExternalLinkCount_AllHttp","ExternalDocumentationLinkCount_ExcludingRonEnglishArchive","DocumentationURLs","ContainsTramptPublicLink","ContainsVisibleOneToOne","ContainsRatioOneToOne","ContainsMoneyDecimals","ContainsMoneyNoCommas_Possible","ContainsPublicIdentifierRows","ContainsWorkingCatalogueNote","NeedsReview","ReviewReason"
"Ronnnie Rabbbit","Ronnnie Rabbbit | Ron English Catalogue Raisonne","toys\art-toys-and-editions\ronnnie-rabbbit\index.html","Index page","Custom Toys","../../../images/Trampt/Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Ronnnie Rabbbit","Ronnnie Rabbbit | Ron English Catalogue Raisonne","toys\custom-toys\ronnnie-rabbbit\index.html","Index page","Custom Toys","../../../images/Trampt/Chrome%20Rabbbit%20-%20Custom%20Toy%20-%20Trampt%20item%20558.jpg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Sculptural Editions","Sculptural Editions - Ron English Toys and Sculptural Editions","toys\sculptural-editions\index.html","Index page","Custom Toys","","0","False","0","False","False","False","0","0","","False","False","False","False","False","False","False","False",""
"Sculptures","Sculptures | Ron English Catalogue Raisonne","sculptures\index.html","Index page","Custom Toys","../images/Trampt/48 Atomic Orange Charlie Grin (+NFT) - DESIGNER TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Sculptures, Toys & Editions","Sculptures, Toys & Editions | Ron English Catalogue Raisonne","index.html","Index page","Custom Toys","images/Trampt/BIGFOOT%20CHILD%20TOURIST%20(NFS)%20-%20Original%20Art%20-%20Trampt%20item%20921.jpg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Smack, Crack, and Pot","Smack, Crack, and Pot | Ron English Catalogue Raisonne","toys\art-toys-and-editions\cereal-killers\smack-crack-and-pot\index.html","Index page","Custom Toys","../../../../images/Trampt/Obesie%20O&#39;S%20Mini%20-%20DESIGNER%20TOY-3.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Smiley Grin Piggy Bank","Smiley Grin Piggy Bank | Ron English Catalogue Raisonne","toys\art-toys-and-editions\piggy-bank\index.html","Index page","Custom Toys","../../../images/Trampt/Smiley%20Grin%20Piggy%20Bank%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"SpongeBob","SpongeBob | Ron English Catalogue Raisonne","toys\art-toys-and-editions\spongebob\index.html","Index page","Custom Toys","../../../images/Trampt/Cheezy%20Grin%20Spongebob%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Star Skull","Star Skull | Ron English Catalogue Raisonne","toys\art-toys-and-editions\star-skull\index.html","Index page","Custom Toys","../../../images/Trampt/Star%20Skull%20-%20Bone%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Star Skull Walking Stick","Star Skull Walking Stick | Ron English Catalogue Raisonne","toys\art-toys-and-editions\star-skull-walking-stick\index.html","Index page","Custom Toys","../../../images/Trampt/Bangkok%20Star%20Skull%20-%20DESIGNER%20TOY-2.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Storm Parter","Storm Parter | Ron English Catalogue Raisonne","toys\art-toys-and-editions\storm-parter\index.html","Index page","Custom Toys","../../../images/Trampt/Eclipse%20Storm%20Parter%20-%20DESIGNER%20TOY-2.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Sugar Diabetic Bear","Sugar Diabetic Bear | Ron English Catalogue Raisonne","toys\art-toys-and-editions\cereal-killers\sugar-diabetic-bear\index.html","Index page","Custom Toys","../../../../images/Trampt/Cereal%20Killers%20-%20Sugar%20Diabetic%20Bear%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Sugar Smack Killfrog","Sugar Smack Killfrog | Ron English Catalogue Raisonne","toys\art-toys-and-editions\cereal-killers\sugar-smack-killfrog\index.html","Index page","Custom Toys","../../../../images/Trampt/Sugar%20Smack%20Killfrog%20Mini%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Sunflower","Sunflower | Ron English Catalogue Raisonne","toys\art-toys-and-editions\sunflower\index.html","Index page","Custom Toys","../../../images/Trampt/Pot%20of%20Gold%20Ganja%20Grin%20(The%20Compound)%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Super Size Me","Super Size Me | Ron English Catalogue Raisonne","toys\art-toys-and-editions\mc\super-size-me\index.html","Index page","Custom Toys","../../../../images/Trampt/SUPER%20SIZE%20ME%20BLUE%20G.I.D%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Telegrinnie","Telegrinnie | Ron English Catalogue Raisonne","toys\art-toys-and-editions\telegrinnie\index.html","Index page","Custom Toys","../../../images/Trampt/Telegrinnies%20Club%20Cubic%20Gold%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Temper Tot","Temper Tot | Ron English Catalogue Raisonne","toys\art-toys-and-editions\temper-tot\index.html","Index page","Custom Toys","../../../images/Trampt/Clear%20Glitter%20Temper%20Tot%20-%20DESIGNER%20TOY-2.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Toys","Toys | Ron English Catalogue Raisonne","toys\index.html","Index page","Custom Toys","../images/Trampt/11%20Bart%20Grin%20-%20OG%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Tricky the Obese Rabbit","Tricky the Obese Rabbit | Ron English Catalogue Raisonne","toys\art-toys-and-editions\cereal-killers\tricky-the-obese-rabbit\index.html","Index page","Custom Toys","../../../../images/Trampt/Cereal%20Killers%20-%20Tricks%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Trunk","Trunk | Ron English Catalogue Raisonne","toys\art-toys-and-editions\trunk\index.html","Index page","Custom Toys","../../../images/Trampt/Trunk%20the%20GID%20Elephant%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Two Ton Sam","Two Ton Sam | Ron English Catalogue Raisonne","toys\art-toys-and-editions\cereal-killers\two-ton-sam\index.html","Index page","Custom Toys","../../../../images/Trampt/Cereal%20Killers%20-%20Froot%20Looped%20-%20DESIGNER%20TOY-2.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Uncle Scam","Uncle Scam | Ron English Catalogue Raisonne","toys\art-toys-and-editions\uncle-scam\index.html","Index page","Custom Toys","../../../images/Trampt/Uncle%20Scam%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Urban Bigfoot","Urban Bigfoot | Ron English Catalogue Raisonne","toys\art-toys-and-editions\urban-bigfoot\index.html","Index page","Custom Toys","../../../images/Trampt/Urban%20Bigfoot%20-%20Halloween%20Marbled%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Urban Bigfoot","Urban Bigfoot | Ron English Catalogue Raisonne","toys\custom-toys\urban-bigfoot\index.html","Index page","Custom Toys","../../../images/Trampt/Urban%20Bigfoot%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"Yucky Children Charmer","Yucky Children Charmer | Ron English Catalogue Raisonne","toys\art-toys-and-editions\cereal-killers\yucky-children-charmer\index.html","Index page","Custom Toys","../../../../images/Trampt/Cereal%20Killers%20-%20White%20Yucky%20Children%20Charmer%20(I%20Am%20Retro%20Exclusive)%20-%20DESIGNER%20TOY.jpeg","0","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","False",""
"1/2 dollar","1/2 dollar - Ron English Toys and Sculptural Editions","items\1-2-dollar-139.html","Individual item page","Custom Toys","../images/Trampt/12%20dollar%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/1-2-dollar-ron-english-giclee-art-print-tf5OMmdJyAj0rb","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Abraham Obama","Abraham Obama - Ron English Toys and Sculptural Editions","items\abraham-obama-611.html","Individual item page","Custom Toys","../images/Trampt/Abraham%20Obama%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/abraham-obama-ron-english-screenprint-5t2JV9Er8LF7-F","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Abraham Obama - Black","Abraham Obama - Black - Ron English Catalogue Raisonne","items\abraham-obama-black-435.html","Individual item page","Custom Toys","../images/Trampt/Abraham Obama - Black - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama - Bronze","Abraham Obama - Bronze - Ron English Catalogue Raisonne","items\abraham-obama-bronze-703.html","Individual item page","Custom Toys","../images/Trampt/Abraham Obama - Bronze - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama - Gold","Abraham Obama - Gold - Ron English Catalogue Raisonne","items\abraham-obama-gold-929.html","Individual item page","Custom Toys","../images/Trampt/Abraham%20Obama%20-%20Gold%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama - Green","Abraham Obama - Green - Ron English Catalogue Raisonne","items\abraham-obama-green-932.html","Individual item page","Custom Toys","../images/Trampt/Abraham%20Obama%20-%20Green%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"ABRAHAM OBAMA - INAUGURATION","ABRAHAM OBAMA - INAUGURATION - Ron English Catalogue Raisonne","items\abraham-obama-inauguration-67.html","Individual item page","Custom Toys","../images/Trampt/ABRAHAM%20OBAMA%20-%20INAUGURATION%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama - Original Colors","Abraham Obama - Original Colors - Ron English Catalogue Raisonne","items\abraham-obama-original-colors-286.html","Individual item page","Custom Toys","../images/Trampt/Abraham%20Obama%20-%20Original%20Colors%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama - Silver","Abraham Obama - Silver - Ron English Catalogue Raisonne","items\abraham-obama-silver-264.html","Individual item page","Custom Toys","../images/Trampt/Abraham Obama - Silver - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama - White","Abraham Obama - White - Ron English Catalogue Raisonne","items\abraham-obama-white-293.html","Individual item page","Custom Toys","../images/Trampt/Abraham Obama - White - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Abraham Obama Electoral Map 2012","Abraham Obama Electoral Map 2012 - Ron English Toys and Sculptural Editions","items\abraham-obama-electoral-map-2012-723.html","Individual item page","Custom Toys","../images/Trampt/Abraham%20Obama%20Electoral%20Map%202012%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/abraham-obama-electoral-map-2012-ron-english-giclee-art-print-IoUhfkYdgFoDgN","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Action Figure - Gold Iron Skin Grin","Action Figure - Gold Iron Skin Grin - Ron English Toys","items\gold-iron-skin-grin-689.html","Individual item page","Custom Toys","../images/Trampt/Gold Iron Skin Grin - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Action Figure - Gold Police Grin","Action Figure - Gold Police Grin - Ron English Toys","items\gold-police-grin-834.html","Individual item page","Custom Toys","../images/Trampt/Gold%20Police%20Grin%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
